DATABASE	DELTAG (kcal/mol)	DELTAG ERROR (kcal/mol)
cpd14666	10000000	10000000
cpd14667	53.64	6.87377
cpd14668	13.8	6.89926
cpd14669	-21.03	6.89635
cpd14670	236.3	6.3283
cpd14671	10000000	10000000
cpd14672	10000000	10000000
cpd14673	10000000	10000000
cpd14674	10000000	10000000
cpd14675	10000000	10000000
cpd14676	10000000	10000000
cpd14677	14.52	6.40736
cpd14678	17.76	6.42898
cpd14679	21	6.4553
cpd14680	-22.08	6.44208
cpd14681	-18.84	6.46835
cpd14682	-15.6	6.49926
cpd14683	-202	7.26122
cpd14684	10000000	10000000
cpd14685	10000000	10000000
cpd14686	10000000	10000000
cpd14687	-198.76	7.30567
cpd14688	-195.52	7.35405
cpd14689	162.85	6.05726
cpd14691	128.02	6.05738
cpd14692	123.01	6.03746
cpd14693	-159.12	6.9405
cpd14694	-254.42	2.20769
cpd14695	-163.21	9.2269
cpd14698	-402.1	2.84509
cpd14699	-58.134	1.42896
cpd14700	-403.72	2.83559
cpd14702	-402.1	2.84509
cpd14703	-58.134	1.42896
cpd14706	9.66	6.38385
cpd14707	-30.18	6.39704
cpd14708	-218.2	7.10019
cpd14709	10000000	10000000
cpd14710	-51.55	1.73484
cpd14711	-75.94	0.950569
cpd14712	-136.91	1.30087
cpd14713	-349.41	1.29226
cpd14714	-1282.46	1.52562
cpd14715	-1282.46	1.52562
cpd14716	10000000	10000000
cpd14717	10000000	10000000
cpd14718	45.43	5.47278
cpd14719	-146.69	1.66338
cpd14720	10000000	10000000
cpd14721	10000000	10000000
cpd14722	10000000	10000000
cpd14723	10000000	10000000
cpd14724	10000000	10000000
cpd14725	10000000	10000000
cpd14726	10000000	10000000
cpd14727	10000000	10000000
cpd14728	10000000	10000000
cpd14729	10000000	10000000
cpd14730	10000000	10000000
cpd14731	10000000	10000000
cpd14732	10000000	10000000
cpd14733	10000000	10000000
cpd14734	10000000	10000000
cpd14735	10000000	10000000
cpd14736	50.68	2.41704
cpd14737	-9.64	1.60169
cpd14738	10000000	10000000
cpd14739	10000000	10000000
cpd14740	10000000	10000000
cpd14741	10000000	10000000
cpd14742	10000000	10000000
cpd14743	10000000	10000000
cpd14744	10000000	10000000
cpd14745	10000000	10000000
cpd14746	10000000	10000000
cpd14747	10000000	10000000
cpd14748	10000000	10000000
cpd14749	63.06	2.21693
cpd14750	10000000	10000000
cpd14751	10000000	10000000
cpd14752	10000000	10000000
cpd14753	10000000	10000000
cpd14754	10000000	10000000
cpd14755	10000000	10000000
cpd14756	10000000	10000000
cpd14757	10000000	10000000
cpd14758	10000000	10000000
cpd14759	130.25	2.62977
cpd14760	10000000	10000000
cpd14761	10000000	10000000
cpd14762	10000000	10000000
cpd14763	10000000	10000000
cpd14764	10000000	10000000
cpd14765	10000000	10000000
cpd14766	10000000	10000000
cpd14767	10000000	10000000
cpd14768	10000000	10000000
cpd14769	10000000	10000000
cpd14770	10000000	10000000
cpd14771	10000000	10000000
cpd14772	10000000	10000000
cpd14773	10000000	10000000
cpd14774	10000000	10000000
cpd14775	10000000	10000000
cpd14776	10000000	10000000
cpd14777	10000000	10000000
cpd14778	10000000	10000000
cpd14779	10000000	10000000
cpd14780	10000000	10000000
cpd14781	10000000	10000000
cpd14782	10000000	10000000
cpd14783	10000000	10000000
cpd14784	10000000	10000000
cpd14785	10000000	10000000
cpd14786	10000000	10000000
cpd14787	10000000	10000000
cpd14788	10000000	10000000
cpd14789	10000000	10000000
cpd14790	-241.652	0.776531
cpd14791	-491.27	3.34079
cpd14792	-253	3.13426
cpd14793	10000000	10000000
cpd14794	10000000	10000000
cpd14795	42.72	4.98275
cpd14796	20.62	3.26647
cpd14797	10000000	10000000
cpd14798	10000000	10000000
cpd14799	10000000	10000000
cpd14800	10000000	10000000
cpd14801	10000000	10000000
cpd14802	10000000	10000000
cpd14803	10000000	10000000
cpd14804	10000000	10000000
cpd14805	10000000	10000000
cpd14806	10000000	10000000
cpd14807	10000000	10000000
cpd14808	10000000	10000000
cpd14809	10000000	10000000
cpd14810	10000000	10000000
cpd14811	10000000	10000000
cpd14812	10000000	10000000
cpd14813	10000000	10000000
cpd14814	10000000	10000000
cpd14815	10000000	10000000
cpd14816	10000000	10000000
cpd14817	10000000	10000000
cpd14818	10000000	10000000
cpd14819	10000000	10000000
cpd14820	10000000	10000000
cpd14821	10000000	10000000
cpd14822	10000000	10000000
cpd14823	10000000	10000000
cpd14824	10000000	10000000
cpd14825	10000000	10000000
cpd14826	10000000	10000000
cpd14827	10000000	10000000
cpd14828	10000000	10000000
cpd14829	10000000	10000000
cpd14830	10000000	10000000
cpd14831	10000000	10000000
cpd14832	10000000	10000000
cpd14833	10000000	10000000
cpd14834	10000000	10000000
cpd14835	10000000	10000000
cpd14836	10000000	10000000
cpd14837	10000000	10000000
cpd14838	10000000	10000000
cpd14839	10000000	10000000
cpd14840	10000000	10000000
cpd14841	10000000	10000000
cpd14842	10000000	10000000
cpd14843	10000000	10000000
cpd14844	10000000	10000000
cpd14845	10000000	10000000
cpd14846	10000000	10000000
cpd14847	10000000	10000000
cpd14848	10000000	10000000
cpd14849	10000000	10000000
cpd14850	10000000	10000000
cpd14851	10000000	10000000
cpd14852	10000000	10000000
cpd14853	10000000	10000000
cpd14854	10000000	10000000
cpd14855	10000000	10000000
cpd14856	10000000	10000000
cpd14857	10000000	10000000
cpd14858	10000000	10000000
cpd14859	-88.15	1.13524
cpd14860	10000000	10000000
cpd14861	10000000	10000000
cpd14862	10000000	10000000
cpd14863	10000000	10000000
cpd14864	10000000	10000000
cpd14865	174.4	3.46999
cpd14866	212.56	5.46282
cpd14867	127.88	5.38385
cpd14868	-41.1	5.60573
cpd14869	-59.3	5.32408
cpd14870	-140.84	1.21239
cpd14871	80.59	1.7132
cpd14872	11.39	2.04331
cpd14873	-154.36	3.24563
cpd14874	-689.08	2.94931
cpd14875	-717.03	3.09155
cpd14876	-717.77	2.89595
cpd14877	-61.54	5.76801
cpd14878	-33.59	5.73543
cpd14879	10000000	10000000
cpd14880	-188.28	0.361143
cpd14881	10000000	10000000
cpd14882	10000000	10000000
cpd14883	-692.83	4.03686
cpd14884	-670.47	4.18014
cpd14885	-667.23	4.2351
cpd14886	-644.87	4.42514
cpd14887	-641.63	4.47709
cpd14888	-638.39	4.53526
cpd14889	-616.03	4.75617
cpd14890	-619.27	4.7073
cpd14891	-663.99	4.29654
cpd14892	-660.75	4.36419
cpd14893	-638.39	4.53526
cpd14894	-641.63	4.47709
cpd14895	10000000	10000000
cpd14896	10000000	10000000
cpd14897	10000000	10000000
cpd14898	10000000	10000000
cpd14899	-689.59	4.10128
cpd14900	-711.95	4.02928
cpd14901	-55.78	3.56697
cpd14902	-90.92	2.83021
cpd14903	59.98	2.58968
cpd14904	85.58	3.04684
cpd14905	-407.41	1.49668
cpd14906	-104.17	2.26929
cpd14907	-103.57	2.75133
cpd14908	-119.09	3.72772
cpd14909	-99.52	2.17451
cpd14910	-342.32	3.01897
cpd14911	-381.8	3.11139
cpd14912	-204.074	2.59419
cpd14913	-204.074	2.59419
cpd14914	-251.87	3.15887
cpd14915	-161.302	2.33031
cpd14916	-367.15	3.17004
cpd14917	-219.422	1.47254
cpd14918	-214.262	1.30103
cpd14919	10000000	10000000
cpd14920	-82.3415	2.251
cpd14921	-82.3415	2.251
cpd14922	-18.149	2.53103
cpd14923	-29.758	3.93639
cpd14924	-6.8	2.45419
cpd14925	-29.758	3.93639
cpd14926	0.12	2.9066
cpd14927	-15.108	3.95296
cpd14928	-105.089	2.29011
cpd14929	-87.879	2.26199
cpd14930	-17.379	2.61399
cpd14931	-82.719	2.15427
cpd14932	-39.569	2.14909
cpd14933	-90.88	4.80425
cpd14934	-127.5	1.33606
cpd14935	-789.93	3.98006
cpd14936	-797.95	3.97035
cpd14937	-739.1	3.9484
cpd14938	10000000	10000000
cpd14939	10000000	10000000
cpd14940	10000000	10000000
cpd14941	-327.67	3.08453
cpd14942	-221.09	4.35082
cpd14943	-336.37	4.36257
cpd14944	-140.67	3.88594
cpd14945	-140.67	3.88594
cpd14946	-104.12	5.43794
cpd14947	-152.11	6.08105
cpd14948	-377.88	6.21086
cpd14949	-105.11	2.4015
cpd14950	-144.95	2.43424
cpd14951	10000000	10000000
cpd14952	-82.03	1.03224
cpd14953	10000000	10000000
cpd14954	10000000	10000000
cpd14955	-268.03	3.4945
cpd14956	10000000	10000000
cpd14957	10000000	10000000
cpd14958	-63.98	1.55567
cpd14960	10000000	10000000
cpd14961	10000000	10000000
cpd14962	-32.35	3.03176
cpd14963	7.84	2.87853
cpd14964	-40.34	2.83938
cpd14965	10000000	10000000
cpd14966	37.1	6.47111
cpd14967	-42.04	7.24119
cpd14968	-55.69	6.94517
cpd14969	-60.7	6.95068
cpd14972	-731.35	3.67452
cpd14973	-785.38	3.64479
cpd14974	-122.77	7.11496
cpd14975	-237.27	7.14134
cpd14976	-193.99	7.15412
cpd14977	-308.49	7.17594
cpd14978	-48	3.67411
cpd14979	-98.39	1.88963
cpd14980	-159.4	1.60982
cpd14981	-327.13	1.74597
cpd14982	-113.3	1.22243
cpd14983	-57.5	1.65427
cpd14984	-756.58	3.94083
cpd14985	10000000	10000000
cpd14986	188.22	6.59029
cpd14987	29.74	6.77505
cpd14988	-148.33	0.355981
cpd14989	-847.41	3.61722
cpd14990	114.26	7.49572
cpd14991	-130.24	8.12752
cpd14992	247.68	5.46539
cpd14993	199.6	6.63279
cpd14994	121.42	6.43057
cpd14995	179.47	6.13818
cpd14996	177.22	6.09306
cpd14997	10000000	10000000
cpd14998	118	6.0515
cpd14999	10000000	10000000
cpd15000	78.16	6.06246
cpd15001	10000000	10000000
cpd15002	-29.48	6.31055
cpd15003	-167.4	1.52868
cpd15004	10000000	10000000
cpd15005	10000000	10000000
cpd15006	10000000	10000000
cpd15007	228.48	5.39617
cpd15008	10000000	10000000
cpd15009	10000000	10000000
cpd15010	10000000	10000000
cpd15011	10000000	10000000
cpd15012	10000000	10000000
cpd15013	10000000	10000000
cpd15014	10000000	10000000
cpd15015	10000000	10000000
cpd15016	28.61	2.06535
cpd15017	10000000	10000000
cpd15018	10000000	10000000
cpd15019	10000000	10000000
cpd15020	10000000	10000000
cpd15021	10000000	10000000
cpd15022	10000000	10000000
cpd15023	10000000	10000000
cpd15024	-129.19	0.913513
cpd15025	-76.49	0.907986
cpd15026	-5.21	0.551243
cpd15027	-74.94	0.875693
cpd15028	10000000	10000000
cpd15029	10000000	10000000
cpd15030	10000000	10000000
cpd15031	10000000	10000000
cpd15032	-36.61	1.72388
cpd15033	-70.35	0.918565
cpd15034	-66.2	1.02233
cpd15035	-4.23	2.26592
cpd15036	0.59	2.14655
cpd15037	-59.81	1.77151
cpd15038	-102.16	0.645717
cpd15039	22.01	1.02234
cpd15040	1.75	3.18775
cpd15041	-51.62	1.2473
cpd15042	-36.61	1.72388
cpd15043	-759.71	3.9301
cpd15044	-738.9	3.97169
cpd15045	-797.75	3.92068
cpd15046	-789.73	3.93051
cpd15047	-762.95	3.87479
cpd15048	-742.14	3.92483
cpd15049	-800.99	3.86922
cpd15050	-792.97	3.87918
cpd15051	-766.19	3.82674
cpd15052	-745.38	3.88535
cpd15053	-804.23	3.82514
cpd15054	-796.21	3.83521
cpd15055	-769.43	3.78624
cpd15056	238.75	6.02931
cpd15057	-54.99	1.72124
cpd15058	-31.79	1.67219
cpd15059	57.33	1.66478
cpd15060	4.63	1.6604
cpd15061	-96.33	2.04049
cpd15062	-31.79	1.67219
cpd15063	139.26	6.65943
cpd15064	-16.55	0.823864
cpd15065	10000000	10000000
cpd15066	10000000	10000000
cpd15067	10000000	10000000
cpd15068	-131.95	2.75372
cpd15069	-15.46	2.47209
cpd15070	10000000	10000000
cpd15071	-78.66	2.97959
cpd15072	-66.39	2.93948
cpd15073	-15.46	2.47209
cpd15074	-15.46	2.47209
cpd15075	-78.66	2.97959
cpd15076	-66.39	2.93948
cpd15077	-54.12	3.12319
cpd15078	-88.73	2.16639
cpd15079	-48.11	0.950517
cpd15080	-43.3	1.27485
cpd15081	-112.37	2.16609
cpd15082	-76.13	1.76952
cpd15083	10000000	10000000
cpd15084	10000000	10000000
cpd15085	10000000	10000000
cpd15086	10000000	10000000
cpd15087	10000000	10000000
cpd15088	10000000	10000000
cpd15089	10000000	10000000
cpd15090	-595.22	5.02609
cpd15091	-654.07	4.74677
cpd15092	-646.05	4.75489
cpd15093	-617.58	4.76222
cpd15094	-676.43	4.52199
cpd15095	-668.41	4.53051
cpd15096	-197.76	0.397427
cpd15097	10000000	10000000
cpd15098	10000000	10000000
cpd15099	10000000	10000000
cpd15100	10000000	10000000
cpd15101	10000000	10000000
cpd15102	10000000	10000000
cpd15103	10000000	10000000
cpd15104	10000000	10000000
cpd15105	7.09	1.54253
cpd15106	40.13	1.62668
cpd15107	-90.49	1.34273
cpd15108	10000000	10000000
cpd15109	10000000	10000000
cpd15110	-65.96	2.06222
cpd15111	-130.27	2.53171
cpd15112	-263.92	2.80312
cpd15113	-263.92	2.80312
cpd15114	-303.4	3.02447
cpd15115	-281.26	3.86386
cpd15116	-320.74	4.00796
cpd15117	10000000	10000000
cpd15118	10000000	10000000
cpd15119	10000000	10000000
cpd15120	10000000	10000000
cpd15121	-119.18	2.19797
cpd15122	-80.6	2.59509
cpd15123	-65.95	2.61711
cpd15124	-151.62	2.17718
cpd15125	-59.68	2.14521
cpd15126	10000000	10000000
cpd15127	10000000	10000000
cpd15128	-297.12	3.28968
cpd15129	-386.17	3.84926
cpd15130	-642.57	3.11461
cpd15131	-434.57	3.10743
cpd15132	-14.07	3.11374
cpd15133	-678.8	3.12779
cpd15134	-470.8	3.12065
cpd15135	-262.8	3.11826
cpd15136	-50.3	3.132
cpd15137	-93.14	1.33543
cpd15139	-84.87	0.446773
cpd15140	-62.54	0.943971
cpd15141	-86.49	0.43806
cpd15142	-123.31	0.587299
cpd15143	-84.87	0.446773
cpd15145	-262.8	3.11826
cpd15146	10000000	10000000
cpd15147	-86.96	3.22059
cpd15148	71.32	1.81556
cpd15149	-284.6	3.09631
cpd15150	48.891	2.62139
cpd15151	-72.1	3.11014
cpd15152	-106.38	3.18774
cpd15153	-50.3	3.132
cpd15154	38.2	1.24395
cpd15155	10000000	10000000
cpd15156	10000000	10000000
cpd15157	10000000	10000000
cpd15158	10000000	10000000
cpd15159	10000000	10000000
cpd15160	10000000	10000000
cpd15161	10000000	10000000
cpd15162	10000000	10000000
cpd15163	10000000	10000000
cpd15164	10000000	10000000
cpd15165	-35.36	1.03096
cpd15166	-55.61	0.652563
cpd15167	10000000	10000000
cpd15168	-754.69	3.6487
cpd15169	-734.44	3.71628
cpd15170	-784.52	3.6555
cpd15171	10000000	10000000
cpd15172	-741.75	3.67296
cpd15173	-795.78	3.61093
cpd15174	-757.74	3.60622
cpd15175	-789.31	3.62955
cpd15176	-90.36	1.64751
cpd15177	-90.36	1.64751
cpd15178	10000000	10000000
cpd15179	10000000	10000000
cpd15180	10000000	10000000
cpd15181	10000000	10000000
cpd15182	10000000	10000000
cpd15183	10000000	10000000
cpd15184	10000000	10000000
cpd15185	10000000	10000000
cpd15186	10000000	10000000
cpd15187	10000000	10000000
cpd15188	10000000	10000000
cpd15189	-50.88	1.52249
cpd15190	10000000	10000000
cpd15192	10000000	10000000
cpd15193	10000000	10000000
cpd15197	-49.41	1.1751
cpd15198	115.91	3.21534
cpd15199	91.08	3.3568
cpd15200	49.97	3.66445
cpd15201	89.45	3.50589
cpd15202	130.56	3.26121
cpd15203	155.39	3.15311
cpd15204	-797.95	3.97035
cpd15205	-784.99	4.34134
cpd15207	-776.97	4.35022
cpd15208	72.76	3.21881
cpd15209	57.44	6.99681
cpd15210	42.88	6.88913
cpd15212	-36.57	6.87881
cpd15213	50.76	6.87013
cpd15217	-22.464	1.28636
cpd15218	-916.15	5.70717
cpd15220	-52.4	3.34317
cpd15221	-49.16	3.51405
cpd15222	-90.44	3.28793
cpd15223	-87.2	3.45708
cpd15224	-90.44	3.28793
cpd15225	-87.2	3.45708
cpd15226	-128.48	3.24625
cpd15227	-125.24	3.41295
cpd15229	10000000	10000000
cpd15236	-194.9	0.801736
cpd15237	-41.71	1.16984
cpd15238	-740.79	3.86606
cpd15239	10000000	10000000
cpd15240	-47.87	2.11293
cpd15241	-746.95	4.37635
cpd15242	-726.14	4.30698
cpd15243	-423.36	3.68189
cpd15244	-420.12	3.83771
cpd15245	-461.4	3.64924
cpd15246	-458.16	3.80235
cpd15247	-499.44	3.62928
cpd15248	-496.2	3.77912
cpd15249	10000000	10000000
cpd15250	-1025.72	6.24965
cpd15251	-1184.2	7.70688
cpd15252	-1342.68	9.18303
cpd15253	-952.8	5.4411
cpd15254	-949.56	5.5505
cpd15255	-990.84	5.43811
cpd15256	-987.6	5.5448
cpd15257	-1028.88	5.44377
cpd15258	-1025.64	5.54757
cpd15259	-581.84	4.44912
cpd15260	-578.6	4.58228
cpd15261	-619.88	4.43117
cpd15262	-616.64	4.56147
cpd15263	-657.92	4.42377
cpd15264	-654.68	4.5509
cpd15268	10000000	10000000
cpd15269	-38.47	1.33018
cpd15270	43.5	5.4403
cpd15271	10000000	10000000
cpd15272	-655.58	6.58822
cpd15274	-739.1	3.9484
cpd15275	-56.687	0.5
cpd15276	10000000	10000000
cpd15277	10000000	10000000
cpd15283	-308.98	1.36407
cpd15284	10000000	10000000
cpd15287	10000000	10000000
cpd15288	10000000	10000000
cpd15290	86.32	3.7206
cpd15291	64.62	3.75152
cpd15294	10000000	10000000
cpd15295	-744.03	3.79766
cpd15297	-750.19	4.27297
cpd15298	-45.61	1.04928
cpd15299	-35.25	6.87344
cpd15300	52.75	6.92569
cpd15301	-693.72	4.52507
cpd15302	-693.72	4.52507
cpd15303	-376.76	3.02215
cpd15304	-365.46	3.22665
cpd15305	-376.76	3.02215
cpd15306	-158.68	2.12843
cpd15307	-152.2	2.4516
cpd15308	-107.48	2.33821
cpd15309	-145.72	2.78156
cpd15310	-101	2.63578
cpd15311	-139.24	3.11618
cpd15312	-94.52	2.94519
cpd15313	-332.94	1.40372
cpd15314	-329.7	1.5598
cpd15315	-308	1.52906
cpd15316	-326.46	1.71964
cpd15317	-304.1	1.63317
cpd15318	-404.61	1.4592
cpd15319	-401.37	1.6099
cpd15320	-379.67	1.58014
cpd15321	-398.13	1.76522
cpd15322	-375.77	1.68109
cpd15323	-394.89	1.92402
cpd15324	-372.53	1.83037
cpd15325	-349.93	1.16816
cpd15326	-321.09	1.41411
cpd15327	-343.45	1.49265
cpd15328	-317.85	1.56916
cpd15329	-340.21	1.65897
cpd15330	-324.33	1.26446
cpd15331	-346.69	1.32871
cpd15332	-199.01	1.31372
cpd15336	-332.94	1.40372
cpd15337	-329.7	1.5598
cpd15338	-307.34	1.48482
cpd15339	-326.46	1.71964
cpd15340	-304.1	1.63317
cpd15341	-323.22	1.8823
cpd15342	-300.86	1.78646
cpd15343	-404.61	1.4592
cpd15344	-401.37	1.6099
cpd15345	-379.01	1.53737
cpd15346	-398.13	1.76522
cpd15347	-375.77	1.68109
cpd15348	-394.89	1.92402
cpd15349	-372.53	1.83037
cpd15350	-349.93	1.16816
cpd15351	-258.18	0.742035
cpd15352	206.47	4.43351
cpd15353	181.901	4.61158
cpd15354	-321.09	1.41411
cpd15355	-343.45	1.49265
cpd15357	-317.85	1.56916
cpd15358	-340.21	1.65897
cpd15359	147.26	4.29929
cpd15360	106.15	4.54879
cpd15361	145.63	4.42206
cpd15362	-324.33	1.26446
cpd15363	-346.69	1.32871
cpd15364	-1298.6	4.15848
cpd15366	10000000	10000000
cpd15368	10000000	10000000
cpd15369	10000000	10000000
cpd15370	10000000	10000000
cpd15371	10000000	10000000
cpd15373	10000000	10000000
cpd15374	10000000	10000000
cpd15375	10000000	10000000
cpd15376	10000000	10000000
cpd15377	10000000	10000000
cpd15378	-47.76	0.886404
cpd15380	-145.39	1.30953
cpd15385	-194.9	0.801736
cpd15386	-301.43	1.58701
cpd15387	-332.2	2.20422
cpd15388	-194.9	0.801736
cpd15389	-16.45	1.81013
cpd15390	-425.13	1.60826
cpd15391	-488.5	1.65679
cpd15392	-3730.59	22.7039
cpd15394	-429.92	0.743783
cpd15395	10000000	10000000
cpd15396	-376.85	3.03736
cpd15397	-621.13	4.37581
cpd15398	-651.9	4.91103
cpd15399	-224.02	1.47989
cpd15400	-468.3	3.08205
cpd15401	-499.07	3.68893
cpd15402	-447.11	3.30491
cpd15403	-437.39	3.7875
cpd15404	-370.31	3.60981
cpd15405	-427.67	4.28053
cpd15406	-360.59	4.05629
cpd15407	-417.95	4.78077
cpd15408	-350.87	4.52009
cpd15410	-469.11	6.43569
cpd15411	-448.62	3.15753
cpd15412	-726.87	4.09316
cpd15413	-852.2	6.03434
cpd15414	10000000	10000000
cpd15415	10000000	10000000
cpd15416	10000000	10000000
cpd15417	-650.56	2.95024
cpd15418	-592.88	3.34405
cpd15419	-637.6	3.46902
cpd15420	-586.4	3.60155
cpd15421	-631.12	3.7509
cpd15422	-599.36	3.10499
cpd15423	-644.08	3.20089
cpd15425	-735.54	4.51057
cpd15426	-722.58	5.14901
cpd15427	-633.14	4.9085
cpd15428	-709.62	5.80225
cpd15429	-620.18	5.50095
cpd15430	-696.66	6.46581
cpd15431	-607.22	6.11672
cpd15432	-3647.28	21.5428
cpd15433	-266.04	4.31801
cpd15434	-259.56	4.52718
cpd15435	-364.86	4.22818
cpd15436	-358.38	4.44158
cpd15437	10000000	10000000
cpd15438	-341.03	4.84408
cpd15439	-764.91	4.09542
cpd15440	-764.91	4.09542
cpd15441	-706.06	4.09867
cpd15443	-704.45	2.61242
cpd15446	10000000	10000000
cpd15447	10000000	10000000
cpd15448	10000000	10000000
cpd15449	10000000	10000000
cpd15450	10000000	10000000
cpd15451	10000000	10000000
cpd15452	10000000	10000000
cpd15453	10000000	10000000
cpd15454	-681.24	3.07123
cpd15455	-1087.54	11.2587
cpd15456	-1553.02	15.6558
cpd15457	-5509.2	39.6647
cpd15458	-2018.5	20.2621
cpd15459	-1646.19	8.65063
cpd15460	10000000	10000000
cpd15461	-135.15	2.34541
cpd15462	10000000	10000000
cpd15463	-222.92	4.42391
cpd15464	10000000	10000000
cpd15465	10000000	10000000
cpd15466	-247.76	1.81958
cpd15467	-461.12	1.79584
cpd15468	-391.33	0.684909
cpd15469	-3135.42	17.2336
cpd15470	-627.59	7.25867
cpd15472	-630.29	3.58188
cpd15473	-785.83	8.17047
cpd15475	-3293.9	18.6416
cpd15477	-3452.38	20.0652
cpd15478	-113	0.941085
cpd15479	-2976.94	15.8455
